1,22.53674167,113.9243036,9,3,2, 南山大道,1033,173,2,0,1, 学府路,1385,416,-1, naviinfo,0,1.45633E+12
2,22.53674167,113.9243036,42,173,0, 2016:02:25:00:45:31,0,1.45633E+12,,,,,,,,,,
1,22.53664194,113.9243175,9,3,2, 南山大道,1021,173,2,0,1, 学府路,1373,410,-1, naviinfo,0,1.45633E+12
2,22.53664194,113.9243175,40,173,0, 2016:02:25:00:45:32,0,1.45633E+12,,,,,,,,,,
1,22.536545,113.9243308,9,3,2, 南山大道,1011,173,2,0,1, 学府路,1363,406,-1, naviinfo,0,1.45633E+12
2,22.536545,113.9243308,38,173,0, 2016:02:25:00:45:33,0,1.45633E+12,,,,,,,,,,
1,22.53644917,113.9243442,9,3,2, 南山大道,1000,173,2,0,1, 学府路,1352,401,-1, naviinfo,0,1.45633E+12
2,22.53644917,113.9243442,35,173,0, 2016:02:25:00:45:34,0,1.45633E+12,,,,,,,,,,
1,22.53636667,113.9243556,9,3,2, 南山大道,991,173,2,0,1, 学府路,1343,397,-1, naviinfo,0,1.45633E+12
2,22.53636667,113.9243556,32,173,0, 2016:02:25:00:45:35,0,1.45633E+12,,,,,,,,,,
1,22.53628611,113.9243667,9,3,2, 南山大道,982,173,2,0,1, 学府路,1334,392,-1, naviinfo,0,1.45633E+12
2,22.53628611,113.9243667,31,173,0, 2016:02:25:00:45:36,0,1.45633E+12,,,,,,,,,,
1,22.53620917,113.9243772,9,3,2, 南山大道,973,173,2,0,1, 学府路,1325,388,-1, naviinfo,0,1.45633E+12
2,22.53620917,113.9243772,30,173,0, 2016:02:25:00:45:37,0,1.45633E+12,,,,,,,,,,
1,22.53613639,113.9243858,10,3,2, 南山大道,964,175,2,0,1, 学府路,1316,384,-1, naviinfo,0,1.45633E+12
2,22.53613639,113.9243858,29,175,0, 2016:02:25:00:45:38,0,1.45633E+12,,,,,,,,,,
1,22.53607056,113.9243922,10,3,2, 南山大道,957,175,2,0,1, 学府路,1309,381,-1, naviinfo,0,1.45633E+12
2,22.53607056,113.9243922,27,175,0, 2016:02:25:00:45:39,0,1.45633E+12,,,,,,,,,,
1,22.53601361,113.9243978,10,3,2, 南山大道,951,175,2,0,1, 学府路,1303,378,-1, naviinfo,0,1.45633E+12
2,22.53601361,113.9243978,24,175,0, 2016:02:25:00:45:40,0,1.45633E+12,,,,,,,,,,
